store_id,owner_id,business_registration_no,industry_code,open_date,summary_year_month,total_sales_amount,weekday_sales_amount,weekend_sales_amount,lunch_sales_ratio,dinner_sales_ratio,transaction_count,weekday_transaction_count,weekend_transaction_count,mom_growth_rate,yoy_growth_rate,sales_cv,avg_transaction_value,weekday_avg_transaction_value,weekend_avg_transaction_value,cash_payment_ratio,card_payment_ratio,revisit_customer_sales_ratio,new_customer_ratio,created_dttm,updated_dttm,last_updated_dttm,electricity_usage_kwh,electricity_bill_amount,gas_usage_m3,water_usage_ton,energy_eff_appliance_ratio,participate_energy_eff_support,participate_high_eff_equip_support,food_waste_kg_per_day,recycle_waste_kg_per_day,yellow_umbrella_member,yellow_umbrella_months,yellow_umbrella_amount,employment_insurance_employees,customer_review_avg_rating,customer_review_positive_ratio,hygiene_certified,origin_price_violation_count,operating_profit,cost_of_goods_sold,total_salary,operating_expenses,rent_expense,other_expenses,operating_profit_ratio,cogs_ratio,salary_ratio,rent_ratio,operating_expense_ratio,cash_payment_ratio_detail,card_payment_ratio_detail,other_payment_ratio,weighted_avg_cash_period,cashflow_cv,avg_account_balance,min_balance_maintenance_ratio,excessive_withdrawal_frequency,rent_payment_compliance_rate,utility_payment_compliance_rate,salary_payment_regularity,tax_payment_integrity
102,1102,102-13-03031,56113,2024-05-19,2024-06,6774300.00,3725865.00,3048435.00,31.30,35.12,305,167,138,4.22,,0.1292,22189.00,20857.00,24851.00,28.20,71.80,51.01,58.17,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1429.83,180490.09,491.89,20.70,56.93,0,0,13.67,11.92,0,0,0.00,0,3.59,47.38,0,0,1117467.48,3215760.21,1133340.39,5656832.52,599525.55,708206.37,16.50,47.47,16.73,8.85,83.50,61.30,36.46,2.24,1.02,0.3489,4826651.70,43.80,0.0,66.07,84.82,59.80,75.80
102,1102,102-59-75102,56113,2024-05-19,2024-07,7160435.10,3938239.31,3222195.80,34.43,33.36,273,150,123,5.70,,0.1921,26215.00,24642.00,29361.00,21.20,78.80,56.63,59.08,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1259.46,151822.76,403.58,20.64,60.16,0,1,8.50,7.60,0,0,0.00,0,3.51,49.66,0,0,1170189.86,3393330.19,1235175.05,5990245.24,803400.82,558339.18,16.34,47.39,17.25,11.22,83.66,64.23,32.75,3.02,0.97,0.8328,5602027.89,45.20,6.2,71.86,86.05,47.36,89.63
102,1102,102-44-10771,56113,2024-05-19,2024-08,7558555.29,4157205.41,3401349.88,22.99,35.10,277,152,125,5.56,,0.1814,27204.00,25571.00,30468.00,15.60,84.40,56.37,65.79,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1587.47,193544.65,517.32,17.13,33.89,0,0,12.07,14.16,0,0,0.00,0,3.85,50.02,0,0,1046539.09,3907017.23,1187449.04,6512016.20,686316.82,731233.11,13.85,51.69,15.71,9.08,86.15,52.49,44.11,3.40,1.27,0.6996,5079278.25,53.44,4.7,51.42,56.74,61.48,77.44
102,1102,102-24-98084,56113,2024-05-19,2024-09,7791358.79,4285247.33,3506111.46,22.54,38.55,396,217,179,3.08,,0.1207,19651.00,18472.00,22010.00,26.20,73.80,46.65,62.76,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1264.44,161117.70,456.22,16.85,63.97,0,0,10.53,9.79,1,2,351504.00,0,4.03,63.19,0,0,1305422.24,4042936.08,1107931.22,6485936.55,574223.14,760846.11,16.75,51.89,14.22,7.37,83.25,56.12,40.85,3.03,1.17,1.0405,4565342.62,48.52,0.7,89.79,52.16,44.85,86.62
102,1102,102-51-24779,56113,2024-05-19,2024-10,8049252.77,4427089.02,3622163.75,30.26,35.14,323,177,146,3.31,,0.1462,24850.00,23359.00,27832.00,16.70,83.30,52.23,51.49,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1044.42,119105.88,387.68,15.89,43.13,0,0,12.83,11.47,0,0,0.00,0,3.68,60.19,0,0,1152475.35,4105923.84,1431157.14,6896777.42,755824.84,603871.60,14.32,51.01,17.78,9.39,85.68,56.37,39.95,3.68,1.18,0.6942,4847512.70,65.59,6.9,72.68,80.19,59.53,85.25
102,1102,102-40-54766,56113,2024-05-19,2024-11,8436421.83,4640032.01,3796389.82,27.93,40.00,325,178,147,4.81,,0.1531,25926.00,24370.00,29037.00,17.30,82.70,41.37,52.05,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1426.83,165650.26,1022.90,19.94,45.36,1,0,12.25,14.69,0,0,0.00,0,3.52,40.64,0,0,1644824.39,4057075.26,1174349.92,6791597.44,893417.07,666755.19,19.50,48.09,13.92,10.59,80.50,55.32,42.33,2.35,1.18,0.4722,5936912.25,81.30,4.9,73.07,48.58,80.62,73.27
102,1102,102-36-81515,56113,2024-05-19,2024-12,8827871.80,4855329.49,3972542.31,34.70,31.81,358,196,162,4.64,,0.1465,24623.00,23145.00,27577.00,25.10,74.90,45.83,59.30,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1405.40,162601.41,774.14,17.63,56.49,0,0,9.15,6.67,0,0,0.00,0,3.60,59.46,0,1,1188720.46,4425412.13,1531635.76,7639151.34,862483.07,819620.38,13.47,50.13,17.35,9.77,86.53,51.27,45.16,3.57,1.31,0.9334,6457999.23,44.11,4.6,73.34,57.19,77.35,74.49
102,1102,102-68-18293,56113,2024-05-19,2025-01,9242781.77,5083529.97,4159251.80,32.79,35.70,371,204,167,4.70,85.00,0.1207,24898.00,23405.00,27886.00,26.30,73.70,58.10,59.98,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2062.59,265161.66,1149.97,22.81,49.42,0,1,12.16,10.67,0,0,0.00,0,3.61,61.45,0,1,1432283.64,4418973.96,1683110.56,7810498.13,850335.92,858077.69,15.50,47.81,18.21,9.20,84.50,58.06,38.98,2.96,1.12,0.7766,6063327.73,38.45,7.9,75.80,64.87,63.20,66.17
102,1102,102-89-59818,56113,2024-05-19,2025-02,9627281.49,5295004.82,4332276.67,24.77,36.93,397,218,179,4.16,85.00,0.1219,24234.00,22780.00,27142.00,29.30,70.70,54.60,61.62,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1940.67,226081.23,1185.07,15.64,66.14,0,0,11.17,11.31,0,0,0.00,0,4.05,62.85,0,0,1427631.63,4752988.87,1418098.56,8199649.86,1038783.67,989778.76,14.83,49.37,14.73,10.79,85.17,52.17,45.81,2.02,1.25,1.3202,6012607.58,45.21,0.0,86.25,58.44,43.04,64.46
102,1102,102-06-88219,56113,2024-05-19,2025-03,10088428.27,5548635.55,4539792.72,23.09,30.77,447,245,202,4.79,85.00,0.1443,22545.00,21193.00,25251.00,22.30,77.70,47.29,68.24,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1261.23,152071.11,732.19,20.94,43.15,0,1,9.48,11.06,0,0,0.00,0,4.02,56.83,0,0,1743590.19,4953418.28,1349831.70,8344838.08,1092576.78,949011.32,17.28,49.10,13.38,10.83,82.72,62.66,34.32,3.02,1.01,1.0259,5085694.63,40.95,0.4,65.06,50.16,71.59,65.91
102,1102,102-62-43615,56113,2024-05-19,2025-04,10511133.41,5781123.38,4730010.03,24.64,28.56,435,239,196,4.19,85.00,0.1407,24160.00,22711.00,27060.00,28.40,71.60,51.67,52.82,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1278.83,150313.31,404.84,22.43,30.33,0,0,10.86,11.08,0,0,0.00,0,4.15,61.37,0,0,1809189.65,5018015.09,1788994.91,8701943.76,986995.43,907938.33,17.21,47.74,17.02,9.39,82.79,54.27,43.37,2.36,1.20,0.6996,6553397.88,34.22,0.9,54.22,71.46,77.66,78.04
102,1102,102-26-58789,56113,2024-05-19,2025-05,11105012.45,6107756.85,4997255.60,22.35,25.30,399,219,180,5.65,85.00,0.1705,27778.00,26111.00,31112.00,18.60,81.40,41.88,61.52,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1080.43,137494.09,407.34,19.57,44.49,1,0,12.09,9.84,1,8,298876.00,0,4.15,67.84,0,1,2375019.91,5411472.57,1626884.32,8729992.54,782903.38,908732.27,21.39,48.73,14.65,7.05,78.61,47.12,49.19,3.69,1.41,0.8875,6958107.71,33.07,4.1,86.00,48.54,81.22,75.93
102,1102,102-99-47284,56113,2024-05-19,2025-06,11450378.34,6297708.09,5152670.25,25.73,32.39,523,287,236,3.11,85.00,0.1454,21893.00,20579.00,24520.00,27.50,72.50,42.15,61.72,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,2002.84,247054.68,694.09,20.27,49.92,0,1,12.92,14.74,0,0,0.00,0,3.31,50.07,0,0,1548681.61,5918700.56,1943129.20,9901696.73,1067175.26,972691.71,13.53,51.69,16.97,9.32,86.47,50.35,46.97,2.68,1.31,0.8815,8503825.69,58.59,0.3,69.76,78.85,62.58,66.42
102,1102,102-69-48676,56113,2024-05-19,2025-07,12046943.05,6625818.68,5421124.37,25.45,30.37,572,314,258,5.21,85.00,0.1758,21053.00,19790.00,23580.00,19.80,80.20,48.34,69.80,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1804.72,216659.36,541.66,19.04,50.62,1,0,12.01,8.56,0,0,0.00,0,3.73,50.19,0,0,1880377.78,5740368.36,2056413.18,10166565.27,1183009.81,1186773.92,15.61,47.65,17.07,9.82,84.39,49.56,46.86,3.58,1.35,0.4980,9520171.03,73.57,0.0,53.47,59.40,66.99,60.01
102,1102,102-95-96205,56113,2024-05-19,2025-08,12466176.67,6856397.17,5609779.50,34.30,38.20,686,377,309,3.48,85.00,0.1632,18157.00,17068.00,20336.00,24.00,76.00,41.17,63.48,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1907.17,234691.86,576.59,17.11,37.35,1,1,8.49,6.48,0,0,0.00,0,3.74,56.02,0,0,1502260.36,6263007.16,2226459.15,10963916.31,1453556.20,1020893.80,12.05,50.24,17.86,11.66,87.95,52.05,45.81,2.14,1.25,0.6379,8516171.03,32.22,7.4,85.55,81.38,65.89,74.82
103,1103,103-06-86319,56114,2024-04-10,2024-04,7200000.00,3960000.00,3240000.00,21.83,25.30,596,327,269,-2.08,,0.1787,12072.00,11347.00,13520.00,27.30,72.70,52.13,66.68,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1238.06,155420.47,416.97,22.58,44.78,1,0,11.58,9.35,0,0,0.00,0,3.99,51.15,0,0,925614.82,3627360.00,1261440.00,6274385.18,711360.00,674225.18,12.86,50.38,17.52,9.88,87.14,52.58,45.36,2.06,1.24,0.2916,5632764.25,61.29,4.6,68.07,46.36,45.34,67.04
103,1103,103-43-72878,56114,2024-04-10,2024-05,7453440.00,4099392.00,3354048.00,25.24,33.38,563,309,254,3.52,,0.1798,13235.00,12440.00,14823.00,27.20,72.90,41.21,51.19,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1287.67,161353.55,396.36,16.66,59.34,1,1,8.12,5.71,0,0,0.00,0,4.04,56.57,0,0,1334602.09,3804235.78,1111307.90,6118837.91,550063.87,653230.36,17.91,51.04,14.91,7.38,82.09,62.61,35.11,2.28,0.99,0.2695,3739080.36,58.98,3.4,78.71,68.81,71.71,58.69
103,1103,103-05-94603,56114,2024-04-10,2024-06,7712074.37,4241640.90,3470433.47,28.43,39.57,472,259,213,3.47,,0.1336,16336.00,15356.00,18297.00,21.70,78.30,58.73,53.45,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1824.26,217711.86,614.29,22.59,59.45,0,0,9.67,9.30,0,0,0.00,0,3.57,50.77,0,0,1411244.99,3762721.09,1146785.46,6300829.38,604626.63,786696.20,18.30,48.79,14.87,7.84,81.70,64.98,32.43,2.59,0.94,0.5749,4009003.92,73.59,5.3,63.42,76.46,71.52,75.24
103,1103,103-86-47123,56114,2024-04-10,2024-07,8069143.41,4438028.88,3631114.53,31.33,30.46,532,292,240,4.63,,0.1642,15144.00,14235.00,16961.00,19.30,80.70,53.43,64.01,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1423.30,174982.94,516.49,19.27,69.38,0,0,9.73,9.19,0,0,0.00,0,3.66,53.68,0,0,1201780.01,4081372.74,1212792.25,6867363.40,727029.82,846168.59,14.89,50.58,15.03,9.01,85.11,60.42,35.84,3.74,1.08,0.3055,5791981.97,71.31,2.6,73.94,66.94,78.16,90.56
103,1103,103-70-53877,56114,2024-04-10,2024-08,8374157.03,4605786.37,3768370.66,28.60,28.73,666,366,300,3.78,,0.1620,12573.00,11818.00,14081.00,30.00,70.00,57.53,66.17,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1761.39,221504.94,611.35,21.27,47.15,0,0,8.17,6.10,0,0,0.00,0,3.83,66.29,0,0,1568764.23,4191265.59,1229326.25,6805392.80,744462.56,640338.40,18.73,50.05,14.68,8.89,81.27,47.21,49.98,2.81,1.39,1.0402,5107124.21,64.76,4.9,62.52,71.75,53.29,77.86
103,1103,103-07-46151,56114,2024-04-10,2024-09,8614495.34,4737972.44,3876522.90,21.15,39.97,702,386,316,2.87,,0.1808,12258.00,11523.00,13729.00,24.60,75.40,56.10,64.93,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1136.96,136886.38,418.83,17.62,42.23,0,0,10.54,10.97,0,0,0.00,0,3.85,63.39,0,0,1279487.73,4163385.60,1325770.83,7335007.61,958793.33,887057.85,14.85,48.33,15.39,11.13,85.15,48.74,48.99,2.27,1.34,0.3822,6167507.32,71.70,3.0,85.01,76.79,47.01,74.38
103,1103,103-16-68237,56114,2024-04-10,2024-10,8951322.11,4923227.16,4028094.95,33.82,33.40,605,332,273,3.91,,0.1229,14790.00,13902.00,16564.00,25.70,74.30,50.01,57.86,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1080.32,136641.03,387.95,20.76,57.47,0,0,12.13,11.74,0,0,0.00,0,3.67,53.69,0,0,1675468.93,4159679.38,1434896.93,7275853.18,757281.85,923995.02,18.72,46.47,16.03,8.46,81.28,61.58,35.77,2.65,1.03,0.3833,7065315.35,66.03,0.0,67.31,70.38,73.20,61.43
103,1103,103-34-13412,56114,2024-04-10,2024-11,9239554.68,5081755.07,4157799.61,29.32,35.57,692,380,312,3.22,,0.1727,13349.00,12548.00,14951.00,18.10,81.90,43.62,68.55,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1355.12,171946.71,815.01,17.69,66.61,0,1,12.63,12.46,0,0,0.00,0,3.24,46.09,0,0,1804261.19,4532925.53,1203913.97,7435293.49,875909.78,822544.21,19.53,49.06,13.03,9.48,80.47,61.93,34.41,3.66,1.04,0.6695,7260718.04,37.29,3.0,82.91,53.20,70.75,90.32
103,1103,103-07-56825,56114,2024-04-10,2024-12,9576798.43,5267239.14,4309559.29,29.47,31.77,558,306,252,3.65,,0.1490,17133.00,16105.00,19189.00,28.90,71.10,49.22,54.31,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1622.59,189931.21,1021.50,15.92,41.57,1,0,13.50,13.85,0,0,0.00,0,3.78,52.77,0,0,1428266.67,4968443.03,1307232.99,8148531.76,958637.52,914218.22,14.91,51.88,13.65,10.01,85.09,57.13,38.90,3.97,1.17,0.3140,6663648.78,55.81,1.6,73.85,76.81,40.83,82.82
103,1103,103-17-86264,56114,2024-04-10,2025-01,10021161.88,5511639.03,4509522.85,31.62,29.30,694,381,313,4.64,72.00,0.1287,14423.00,13557.00,16154.00,25.20,74.80,53.69,51.90,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1463.34,163492.85,923.69,22.55,37.92,0,0,11.00,12.73,1,5,374535.00,0,3.89,62.17,0,0,1746955.46,4613742.93,1541254.70,8274206.42,1182497.10,936711.69,17.43,46.04,15.38,11.80,82.57,48.93,48.80,2.27,1.33,0.4169,7560690.48,33.86,1.8,59.01,43.84,62.10,74.69
103,1103,103-52-61269,56114,2024-04-10,2025-02,10466101.47,5756355.81,4709745.66,27.38,34.32,616,338,278,4.44,72.00,0.1704,16975.00,15956.00,19012.00,15.00,85.00,45.75,60.96,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1664.14,195624.24,980.84,15.37,66.66,0,0,8.18,8.72,0,0,0.00,0,3.85,57.90,0,0,1537943.01,5146182.09,1860872.84,8928158.46,942995.74,978107.79,14.69,49.17,17.78,9.01,85.31,62.44,34.53,3.03,1.01,1.2919,6056934.05,52.40,2.6,55.20,59.77,63.33,78.39
103,1103,103-11-81467,56114,2024-04-10,2025-03,10853347.22,5969340.97,4884006.25,31.12,28.94,696,382,314,3.70,72.00,0.1272,15574.00,14640.00,17443.00,23.70,76.30,53.22,50.69,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1427.10,173107.70,821.81,17.39,55.73,0,0,10.21,11.49,0,0,0.00,0,3.36,44.75,0,0,1690984.79,5375662.88,1716999.53,9162362.43,1079908.05,989791.97,15.58,49.53,15.82,9.95,84.42,63.56,34.40,2.04,0.96,0.5441,7741359.30,72.32,3.9,62.82,72.63,56.26,88.60
103,1103,103-39-32255,56114,2024-04-10,2025-04,11413379.94,6277358.97,5136020.97,26.25,26.73,809,444,365,5.16,72.00,0.1461,14106.00,13260.00,15799.00,28.40,71.60,45.69,58.89,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1119.27,134793.70,424.97,22.16,61.98,0,0,13.30,15.48,0,0,0.00,0,3.34,51.68,0,0,1984365.01,5752343.49,1587601.15,9429014.93,1117369.90,971700.39,17.39,50.40,13.91,9.79,82.61,45.26,52.64,2.10,1.42,0.4594,5813796.28,45.04,3.8,54.85,73.05,42.02,61.60
103,1103,103-91-92371,56114,2024-04-10,2025-05,11881328.52,6534730.69,5346597.83,33.30,34.95,873,480,393,4.10,72.00,0.1725,13609.00,12793.00,15242.00,23.20,76.90,45.80,59.64,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1234.15,148553.68,388.98,18.05,43.82,0,0,11.84,11.66,0,0,0.00,0,4.11,67.64,0,0,1671493.52,5752939.27,2089925.69,10209835.00,1197637.91,1169332.13,14.07,48.42,17.59,10.08,85.93,46.14,49.97,3.89,1.44,0.6238,8954665.40,59.14,0.0,57.50,61.40,63.44,75.16
103,1103,103-97-18629,56114,2024-04-10,2025-06,12370839.26,6803961.59,5566877.67,20.17,32.45,905,497,408,4.12,72.00,0.1559,13657.00,12837.00,15295.00,23.40,76.60,55.08,58.49,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1811.56,225253.92,603.73,21.90,50.07,0,1,12.71,12.67,0,0,0.00,0,3.49,52.23,0,0,1537214.15,6153255.45,2256441.08,10833625.11,1173992.65,1249935.93,12.43,49.74,18.24,9.49,87.57,61.93,34.81,3.26,1.03,0.6690,9668547.07,44.11,1.3,53.59,57.44,57.90,60.53
103,1103,103-18-26569,56114,2024-04-10,2025-07,12915156.19,7103335.90,5811820.29,31.52,25.62,850,467,383,4.40,72.00,0.1924,15189.00,14278.00,17012.00,23.30,76.70,47.98,55.63,2025-09-08 00:21:10,2025-09-08 00:21:18,2025-09-08 00:21:10,1863.01,206120.10,589.00,18.27,35.68,0,0,11.04,10.81,0,0,0.00,0,3.89,60.08,1,0,2405901.78,6567356.92,1930815.85,10509254.41,1033212.50,977869.14,18.63,50.85,14.95,8.00,81.37,55.38,41.57,3.05,1.19,0.3298,8561916.19,50.86,4.8,62.03,53.13,53.43,86.17
